agent_ip,src_ip,dest_ip,src_port,dest_port,proto,bytes_to_server,bytes_to_client,pkts_to_server,pkts_to_client,rule_level,total_bytes,total_packets,avg_packet_size,byte_asymmetry,packet_asymmetry,proto_num,src_ip_num,dest_ip_num,port_diff,log_bytes,log_packets,label,ocsvm_pred,ocsvm_score
10.21.232.55,10.21.232.55,10.24.0.193,42004.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-41951.0,4.890349128221754,0.6931471805599453,0,0,-0.6737164368633128
10.21.232.55,10.24.0.193,10.21.232.55,53.0,42004.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,41951.0,5.796057750765372,1.0986122886681096,0,0,-0.23470254132943325
10.21.232.55,10.21.227.108,10.21.239.255,138.0,138.0,UDP,216,0,1,0,3,216,1,108.0,0.9953917050691244,0.5,2.0,4,33,0.0,5.37989735354046,0.6931471805599453,0,0,-3.553273406664559e-05
10.21.232.55,10.21.232.55,10.24.0.193,51265.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-51212.0,4.890349128221754,0.6931471805599453,0,0,-0.49389489805383446
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51265.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51212.0,5.796057750765372,1.0986122886681096,0,0,-0.17198240416362864
10.21.232.55,10.21.227.108,10.21.239.255,64204.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,4,33,-41982.0,4.262679877041316,0.6931471805599453,0,0,-0.2183839000733414
10.21.232.55,10.21.227.108,10.21.239.255,57440.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,4,33,-35218.0,4.262679877041316,0.6931471805599453,0,0,-0.38347861681667217
10.21.232.55,10.21.232.55,10.24.0.193,34874.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-34821.0,4.890349128221754,0.6931471805599453,0,0,-0.7426502985535568
10.21.232.55,10.24.0.193,10.21.232.55,53.0,34874.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,34821.0,5.796057750765372,1.0986122886681096,0,0,-0.21280068811814346
10.21.232.55,10.21.236.69,10.21.239.255,17500.0,17500.0,UDP,290,0,1,0,3,290,1,145.0,0.9965635738831616,0.5,2.0,23,33,0.0,5.673323267171493,0.6931471805599453,0,0,-0.3858999212624328
10.21.232.55,10.21.236.69,10.21.239.255,53950.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,23,33,-31728.0,4.262679877041316,0.6931471805599453,0,0,-0.6107356626541027
10.21.232.55,10.21.236.69,10.21.239.255,49967.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,23,33,-27745.0,4.262679877041316,0.6931471805599453,0,0,-0.6825494848328733
10.21.232.55,10.21.232.55,10.24.0.193,49350.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-49297.0,4.890349128221754,0.6931471805599453,0,0,-0.5391724187517579
10.21.232.55,10.24.0.193,10.21.232.55,53.0,57761.0,UDP,132,132,1,1,3,264,2,88.0,0.0,0.0,2.0,26,22,57708.0,5.579729825986222,1.0986122886681096,0,0,-0.16661153448473343
10.21.232.55,10.21.236.69,10.21.239.255,63786.0,59870.0,UDP,239,0,1,0,3,239,1,119.5,0.9958333333333332,0.5,2.0,23,33,-3916.0,5.480638923341991,0.6931471805599453,0,0,-0.021776282061486185
10.21.232.55,10.21.234.223,10.21.239.255,138.0,138.0,UDP,243,0,1,0,3,243,1,121.5,0.9959016393442623,0.5,2.0,20,33,0.0,5.497168225293202,0.6931471805599453,0,0,-0.11912067858076547
10.21.232.55,10.21.232.55,10.24.0.193,59899.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-59846.0,4.890349128221754,0.6931471805599453,0,0,-0.24127146193348326
10.21.232.55,10.24.0.193,10.21.232.55,53.0,45524.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,45471.0,5.796057750765372,1.0986122886681096,0,0,-0.223119131351881
10.21.232.55,10.21.226.161,10.21.232.49,54859.0,137.0,UDP,92,0,1,0,3,92,1,46.0,0.989247311827957,0.5,2.0,2,20,-54722.0,4.532599493153256,0.6931471805599453,0,0,-0.438955494861589
10.21.232.55,10.21.232.55,10.21.226.161,5353.0,58778.0,UDP,139,0,1,0,3,139,1,69.5,0.9928571428571428,0.5,2.0,17,4,53425.0,4.941642422609304,0.6931471805599453,0,0,-4.0660964117034126e-05
10.21.232.55,10.21.232.55,10.21.227.115,137.0,137.0,UDP,104,0,1,0,3,104,1,52.0,0.9904761904761904,0.5,2.0,17,5,0.0,4.653960350157523,0.6931471805599453,0,0,-2.1864702649754264e-05
10.21.232.55,10.21.232.55,10.24.0.193,33730.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33677.0,4.890349128221754,0.6931471805599453,0,0,-0.7479603466183771
10.21.232.55,10.24.0.193,10.21.232.55,53.0,33730.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,33677.0,5.796057750765372,1.0986122886681096,0,0,-0.20379719940017438
10.21.232.55,10.21.227.136,10.21.239.255,57758.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,7,33,-35536.0,4.262679877041316,0.6931471805599453,0,0,-0.5899322403238885
10.21.232.55,10.21.236.69,10.21.239.255,60128.0,59870.0,UDP,205,0,1,0,3,205,1,102.5,0.9951456310679612,0.5,2.0,23,33,-258.0,5.327876168789581,0.6931471805599453,0,0,-0.15216255164425752
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.89,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,18,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.30557598276834774
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.89,10.21.239.255,57621.0,57621.0,UDP,1032,0,12,0,3,1032,12,79.38461538461539,0.999031945788964,0.9230769230769232,2.0,18,33,0.0,6.940222469119639,2.5649493574615367,0,0,-0.1271880715593281
10.21.232.55,10.21.232.89,10.21.239.255,57621.0,57621.0,UDP,1892,0,22,0,3,1892,22,82.26086956521739,0.9994717379820393,0.9565217391304348,2.0,18,33,0.0,7.545918151209323,3.1354942159291497,0,0,-0.07724944976296344
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.89,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,18,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.30557598276834774
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,0.0,29,38,0.0,4.465908118654584,0.6931471805599453,0,1,0.00032596167369769447
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,172,0,2,0,3,172,2,57.333333333333336,0.9942196531791908,0.6666666666666666,0.0,29,38,0.0,5.153291594497779,1.0986122886681096,0,1,0.0004416694488225126
10.21.232.55,10.21.226.109,10.21.239.255,61953.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,1,33,-39731.0,4.262679877041316,0.6931471805599453,0,0,-0.01379866355726067
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,0.0,29,38,0.0,4.465908118654584,0.6931471805599453,0,1,0.00032596167369769447
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,172,0,2,0,3,172,2,57.333333333333336,0.9942196531791908,0.6666666666666666,0.0,29,38,0.0,5.153291594497779,1.0986122886681096,0,1,0.0004416694488225126
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,0.0,29,38,0.0,4.465908118654584,0.6931471805599453,0,1,0.00032596167369769447
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,172,0,2,0,3,172,2,57.333333333333336,0.9942196531791908,0.6666666666666666,0.0,29,38,0.0,5.153291594497779,1.0986122886681096,0,1,0.0004416694488225126
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,0.0,29,38,0.0,4.465908118654584,0.6931471805599453,0,1,0.00032596167369769447
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,172,0,2,0,3,172,2,57.333333333333336,0.9942196531791908,0.6666666666666666,0.0,29,38,0.0,5.153291594497779,1.0986122886681096,0,1,0.0004416694488225126
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,0.0,29,38,0.0,4.465908118654584,0.6931471805599453,0,1,0.00032596167369769447
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,172,0,2,0,3,172,2,57.333333333333336,0.9942196531791908,0.6666666666666666,0.0,29,38,0.0,5.153291594497779,1.0986122886681096,0,1,0.0004416694488225126
10.21.232.55,10.21.234.223,10.21.239.255,138.0,138.0,UDP,243,0,1,0,3,243,1,121.5,0.9959016393442623,0.5,2.0,20,33,0.0,5.497168225293202,0.6931471805599453,0,0,-0.11912067858076547
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,0.0,29,38,0.0,4.465908118654584,0.6931471805599453,0,1,0.00032596167369769447
10.21.232.55,fe80:0000:0000:0000:b6b5:2fff:fef8:127c,ff05:0000:0000:0000:0000:0000:0000:000c,0.0,0.0,IPv6-ICMP,172,0,2,0,3,172,2,57.333333333333336,0.9942196531791908,0.6666666666666666,0.0,29,38,0.0,5.153291594497779,1.0986122886681096,0,1,0.0004416694488225126
10.21.232.55,10.21.236.69,10.21.239.255,58320.0,59870.0,UDP,202,0,1,0,3,202,1,101.0,0.9950738916256158,0.5,2.0,23,33,1550.0,5.313205979041787,0.6931471805599453,0,0,-0.18358135786631102
10.21.232.55,10.21.232.55,10.24.0.193,59073.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-59020.0,4.890349128221754,0.6931471805599453,0,0,-0.2686749578141754
10.21.232.55,10.24.0.193,10.21.232.55,53.0,60852.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,60799.0,5.796057750765372,1.0986122886681096,0,0,-1.7390114780635457e-05
10.21.232.55,10.21.232.55,10.24.0.193,38878.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-38825.0,4.890349128221754,0.6931471805599453,0,0,-0.7115262911270785
10.21.232.55,10.24.0.193,10.21.232.55,53.0,38878.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,38825.0,5.796057750765372,1.0986122886681096,0,0,-0.23247601677895524
10.21.232.55,10.21.227.108,10.21.239.255,64770.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,4,33,-42548.0,4.262679877041316,0.6931471805599453,0,0,-0.20234351431237618
10.21.232.55,10.21.227.108,10.21.239.255,53624.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,4,33,-31402.0,4.262679877041316,0.6931471805599453,0,0,-0.4538702288808376
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.55,10.24.0.193,36065.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-36012.0,4.890349128221754,0.6931471805599453,0,0,-0.7354300194395758
10.21.232.55,10.24.0.193,10.21.232.55,53.0,39253.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,39200.0,5.796057750765372,1.0986122886681096,0,0,-0.2333580356130227
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,946,0,11,0,3,946,11,78.83333333333333,0.9989440337909188,0.9166666666666666,2.0,15,33,0.0,6.853299093186078,2.4849066497880004,0,0,-0.16653471791274033
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,1806,0,21,0,3,1806,21,82.0909090909091,0.9994465965688988,0.9545454545454546,2.0,15,33,0.0,7.499423290592229,3.091042453358316,0,0,-0.13597460845787745
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,2666,0,31,0,3,2666,31,83.3125,0.9996250468691412,0.96875,2.0,15,33,0.0,7.888709524182015,3.4657359027997265,0,0,-0.14462247012485108
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,3526,0,41,0,3,3526,41,83.95238095238095,0.999716472923164,0.9761904761904762,2.0,15,33,0.0,8.168202930236053,3.737669618283368,0,0,-0.15779821940734928
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,4386,0,51,0,3,4386,51,84.34615384615384,0.9997720537953044,0.9807692307692308,2.0,15,33,0.0,8.386400901166214,3.951243718581428,0,0,-0.16685231208597084
10.21.232.55,10.21.232.55,10.24.0.193,56501.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-56448.0,4.890349128221754,0.6931471805599453,0,0,-0.3497782865422634
10.21.232.55,10.24.0.193,10.21.232.55,53.0,37551.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37498.0,5.796057750765372,1.0986122886681096,0,0,-0.2280228119807992
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,5246,0,61,0,3,5246,61,84.61290322580645,0.9998094149037544,0.9838709677419356,2.0,15,33,0.0,8.565411763686711,4.127134385045092,0,0,-0.16871078672677298
10.21.232.55,10.21.232.55,10.24.0.193,37867.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-37814.0,4.890349128221754,0.6931471805599453,0,0,-0.721224345076402
10.21.232.55,10.24.0.193,10.21.232.55,53.0,37867.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,37814.0,5.796057750765372,1.0986122886681096,0,0,-0.2292709579183736
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.236.69,10.21.239.255,59845.0,59870.0,UDP,215,0,1,0,3,215,1,107.5,0.9953703703703703,0.5,2.0,23,33,25.0,5.375278407684165,0.6931471805599453,0,0,-0.14040097092602588
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.55,10.24.0.193,38937.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-38884.0,4.890349128221754,0.6931471805599453,0,0,-0.710922032809608
10.21.232.55,10.24.0.193,10.21.232.55,53.0,38937.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,38884.0,5.796057750765372,1.0986122886681096,0,0,-0.23262582405182997
10.21.232.55,10.21.232.55,10.24.0.193,35143.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-35090.0,4.890349128221754,0.6931471805599453,0,0,-0.741170454850248
10.21.232.55,10.24.0.193,10.21.232.55,53.0,35143.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,35090.0,5.796057750765372,1.0986122886681096,0,0,-0.21470253931828331
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.233.187,10.21.239.255,58792.0,22222.0,UDP,70,0,1,0,3,70,1,35.0,0.9859154929577464,0.5,2.0,19,33,-36570.0,4.262679877041316,0.6931471805599453,0,0,-0.7127856523116614
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.236.69,10.21.239.255,52886.0,59870.0,UDP,205,0,1,0,3,205,1,102.5,0.9951456310679612,0.5,2.0,23,33,6984.0,5.327876168789581,0.6931471805599453,0,0,-0.23877255688877685
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.55,10.24.0.193,51620.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-51567.0,4.890349128221754,0.6931471805599453,0,0,-0.4850535879863993
10.21.232.55,10.24.0.193,10.21.232.55,53.0,51620.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,51567.0,5.796057750765372,1.0986122886681096,0,0,-0.1675159122745069
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.55,10.24.0.193,42952.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-42899.0,4.890349128221754,0.6931471805599453,0,0,-0.6599274908477932
10.21.232.55,10.24.0.193,10.21.232.55,53.0,42952.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,42899.0,5.796057750765372,1.0986122886681096,0,0,-0.23305944790753497
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.55,10.24.0.193,33254.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-33201.0,4.890349128221754,0.6931471805599453,0,0,-0.7497008978304294
10.21.232.55,10.24.0.193,10.21.232.55,53.0,33254.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,33201.0,5.796057750765372,1.0986122886681096,0,0,-0.1996178434637148
10.21.232.55,10.21.232.55,10.24.0.193,36606.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-36553.0,4.890349128221754,0.6931471805599453,0,0,-0.7315800776006252
10.21.232.55,10.24.0.193,10.21.232.55,53.0,33232.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,33179.0,5.796057750765372,1.0986122886681096,0,0,-0.1994185704463236
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.55,10.24.0.193,52370.0,53.0,UDP,132,0,1,0,3,132,1,66.0,0.9924812030075189,0.5,2.0,17,35,-52317.0,4.890349128221754,0.6931471805599453,0,0,-0.46592045026767837
10.21.232.55,10.24.0.193,10.21.232.55,53.0,52370.0,UDP,132,196,1,1,3,328,2,109.33333333333331,-0.1945288753799392,0.0,2.0,26,22,52317.0,5.796057750765372,1.0986122886681096,0,0,-0.15758572746296018
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.21.232.49,10.21.239.255,57621.0,57621.0,UDP,86,0,1,0,3,86,1,43.0,0.9885057471264368,0.5,2.0,15,33,0.0,4.465908118654584,0.6931471805599453,0,0,-0.26793792764029734
10.21.232.55,10.42.58.244,10.21.232.190,54014.0,7680.0,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1.0,27,16,-46334.0,4.204692619390966,0.6931471805599453,0,0,-0.004062654862378334
10.21.232.55,10.42.58.244,10.21.232.190,54012.0,7680.0,TCP,264,0,4,0,3,264,4,52.8,0.9962264150943396,0.8,1.0,27,16,-46332.0,5.579729825986222,1.6094379124341005,0,0,-0.2072237109135231
10.21.232.55,10.42.58.244,10.21.232.190,54012.0,7680.0,TCP,330,0,5,0,3,330,5,55.0,0.9969788519637462,0.8333333333333334,1.0,27,16,-46332.0,5.802118375377063,1.791759469228055,0,0,-0.14216188454441925
10.21.232.55,10.42.58.244,10.21.232.190,54130.0,7680.0,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1.0,27,16,-46450.0,4.204692619390966,0.6931471805599453,0,0,-0.0026989998966451267
10.21.232.55,10.42.58.244,10.21.232.190,54135.0,7680.0,TCP,264,0,4,0,3,264,4,52.8,0.9962264150943396,0.8,1.0,27,16,-46455.0,5.579729825986222,1.6094379124341005,0,0,-0.2061294106493059
10.21.232.55,10.42.58.244,10.21.232.190,54124.0,7680.0,TCP,330,0,5,0,3,330,5,55.0,0.9969788519637462,0.8333333333333334,1.0,27,16,-46444.0,5.802118375377063,1.791759469228055,0,0,-0.14124398461717336
10.21.232.55,10.42.58.244,10.21.232.190,54252.0,7680.0,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1.0,27,16,-46572.0,4.204692619390966,0.6931471805599453,0,0,-0.001248285525026649
10.21.232.55,10.42.58.244,10.21.232.190,54251.0,7680.0,TCP,264,0,4,0,3,264,4,52.8,0.9962264150943396,0.8,1.0,27,16,-46571.0,5.579729825986222,1.6094379124341005,0,0,-0.2050796855322945
10.21.232.55,10.42.58.244,10.21.232.190,54249.0,7680.0,TCP,330,0,5,0,3,330,5,55.0,0.9969788519637462,0.8333333333333334,1.0,27,16,-46569.0,5.802118375377063,1.791759469228055,0,0,-0.1402008226878384
10.21.232.55,10.42.58.244,10.21.232.190,54274.0,7680.0,TCP,66,0,1,0,3,66,1,33.0,0.9850746268656716,0.5,1.0,27,16,-46594.0,4.204692619390966,0.6931471805599453,0,0,-0.0009848785162356322
10.21.232.55,10.42.58.244,10.21.232.190,54267.0,7680.0,TCP,264,0,4,0,3,264,4,52.8,0.9962264150943396,0.8,1.0,27,16,-46587.0,5.579729825986222,1.6094379124341005,0,0,-0.20493354718140777
